codeId,codeType,txtName,codeLgt,codeMarking,txtDescrLgt,txtDescrMarking,geoLat,geoLong,valGeoAccuracy,uomGeoAccuracy,valElev,valElevAccuracy,valHgt,codeHgtAccuracy,uomDistVer,valRadius,uomRadius,codeGroupId,txtGroupName,codeLinkedToId,codeLinkType,datetimeValidWef,datetimeValidTil,txtRmk,source
"270","WINDTURBINE","WINDTURBINE","N","","","","41.09270833N","025.90724722E","0","M","941","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"271","WINDTURBINE","WINDTURBINE","N","","","","41.09375278N","025.91092778E","0","M","935","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"272","WINDTURBINE","WINDTURBINE","Y","","","","41.09311111N","025.91368889E","0","M","938","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"273","WINDTURBINE","WINDTURBINE","N","","","","41.09157500N","025.91719722E","0","M","938","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"274","WINDTURBINE","WINDTURBINE","N","","","","41.09370833N","025.92072222E","0","M","970","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"275","WINDTURBINE","WINDTURBINE","Y","","","","41.09487222N","025.92381389E","0","M","1024","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"276","WINDTURBINE","WINDTURBINE","N","","","","41.09434722N","025.92530833E","0","M","1006","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"277","WINDTURBINE","WINDTURBINE","N","","","","41.09358333N","025.92768611E","0","M","992","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"278","WINDTURBINE","WINDTURBINE","Y","","","","41.09314722N","025.92935556E","0","M","989","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"279","WINDTURBINE","WINDTURBINE","N","","","","41.09269167N","025.93153056E","0","M","979","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"280","WINDTURBINE","WINDTURBINE","N","","","","41.09254722N","025.93929167E","0","M","999","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"281","WINDTURBINE","WINDTURBINE","Y","","","","41.09280556N","025.94174722E","0","M","1009","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"282","WINDTURBINE","WINDTURBINE","N","","","","41.09847500N","025.94698889E","0","M","1049","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"283","WINDTURBINE","WINDTURBINE","Y","","","","41.10052778N","025.94981389E","0","M","1054","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"284","WINDTURBINE","WINDTURBINE","Y","","","","41.10429722N","025.95423333E","0","M","1046","0","100","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"285","WINDTURBINE","WINDTURBINE","Y","","","","40.42958611N","022.11066389E","0","M","1571","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"286","WINDTURBINE","WINDTURBINE","N","","","","40.42579722N","022.11051389E","0","M","1590","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"287","WINDTURBINE","WINDTURBINE","Y","","","","40.42289167N","022.10850833E","0","M","1612","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"288","WINDTURBINE","WINDTURBINE","N","","","","40.42044444N","022.10818611E","0","M","1615","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"289","WINDTURBINE","WINDTURBINE","Y","","","","40.41697222N","022.10778889E","0","M","1588","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"290","WINDTURBINE","WINDTURBINE","N","","","","40.41478333N","022.10690278E","0","M","1555","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"291","WINDTURBINE","WINDTURBINE","Y","","","","40.41222500N","022.10463056E","0","M","1556","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"292","WINDTURBINE","WINDTURBINE","N","","","","38.34365000N","022.94117500E","0","M","1176","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"293","WINDTURBINE","WINDTURBINE","N","","","","38.34278333N","022.94705833E","0","M","1153","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"294","WINDTURBINE","WINDTURBINE","N","","","","38.32195556N","022.91429722E","0","M","977","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"295","WINDTURBINE","WINDTURBINE","N","","","","38.32040833N","022.91951389E","0","M","1003","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"296","WINDTURBINE","WINDTURBINE","N","","","","38.31993889N","022.92225556E","0","M","1019","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"297","WINDTURBINE","WINDTURBINE","N","","","","38.31698611N","022.93033056E","0","M","1041","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"298","WINDTURBINE","WINDTURBINE","N","","","","38.31646667N","022.93387222E","0","M","1033","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"299","WINDTURBINE","WINDTURBINE","N","","","","38.31524444N","022.93720833E","0","M","1041","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"300","WINDTURBINE","WINDTURBINE","Y","","","","38.16259444N","023.54938889E","0","M","960","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"301","WINDTURBINE","WINDTURBINE","Y","","","","38.15848611N","023.56153611E","0","M","910","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"302","WINDTURBINE","WINDTURBINE","Y","","","","38.15866111N","023.56465278E","0","M","889","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"303","WINDTURBINE","WINDTURBINE","Y","","","","38.15807222N","023.56685000E","0","M","861","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"304","WINDTURBINE","WINDTURBINE","Y","","","","38.15807222N","023.56926667E","0","M","847","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"305","WINDTURBINE","WINDTURBINE","N","","","","37.54115000N","022.59510833E","0","M","1264","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"306","WINDTURBINE","WINDTURBINE","N","","","","37.53882222N","022.59507222E","0","M","1280","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"307","WINDTURBINE","WINDTURBINE","Y","","","","37.53720833N","022.59642500E","0","M","1293","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"308","WINDTURBINE","WINDTURBINE","N","","","","37.53490000N","022.59643611E","0","M","1269","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"309","WINDTURBINE","WINDTURBINE","Y","","","","37.53351944N","022.59784167E","0","M","1286","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"310","WINDTURBINE","WINDTURBINE","N","","","","37.54877778N","022.59989444E","0","M","1246","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"311","WINDTURBINE","WINDTURBINE","N","","","","37.53076667N","022.60193333E","0","M","1222","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"312","WINDTURBINE","WINDTURBINE","Y","","","","37.52912778N","022.60351389E","0","M","1177","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"313","WINDTURBINE","WINDTURBINE","N","","","","37.52711667N","022.60421944E","0","M","1134","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"314","WINDTURBINE","WINDTURBINE","N","","","","37.52576944N","022.60621389E","0","M","1147","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"315","WINDTURBINE","WINDTURBINE","Y","","","","37.54519444N","022.58301111E","0","M","1228","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"316","WINDTURBINE","WINDTURBINE","N","","","","37.54451111N","022.58603333E","0","M","1203","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"317","WINDTURBINE","WINDTURBINE","Y","","","","37.54303056N","022.58969444E","0","M","1226","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"318","WINDTURBINE","WINDTURBINE","N","","","","37.52352778N","022.61118889E","0","M","1087","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"319","CHIMNEY","CHIMNEY","Y","","","","40.47997778N","021.72772778E","0","M","730","0","105","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"320","CHIMNEY","CHIMNEY","Y","","","","40.48061111N","021.72703611E","0","M","730","0","105","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"321","CHIMNEY","CHIMNEY","Y","","","","40.48085278N","021.72676389E","0","M","775","0","150","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"322","TOWER","TOWER","N","","","","40.48150000N","021.72436389E","0","M","741","0","105","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"323","WINDTURBINE","WINDTURBINE","Y","","","","38.47585833N","023.29488056E","0","M","809","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"324","WINDTURBINE","WINDTURBINE","Y","","","","38.47621944N","023.29763889E","0","M","786","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"325","WINDTURBINE","WINDTURBINE","Y","","","","38.47610833N","023.30325833E","0","M","776","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"326","WINDTURBINE","WINDTURBINE","Y","","","","38.47725000N","023.30600833E","0","M","801","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"327","WINDTURBINE","WINDTURBINE","Y","","","","38.47704167N","023.30878611E","0","M","794","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"328","WINDTURBINE","WINDTURBINE","Y","","","","38.47650000N","023.31148611E","0","M","807","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"329","WINDTURBINE","WINDTURBINE","Y","","","","38.47597500N","023.31423056E","0","M","821","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"330","WINDTURBINE","WINDTURBINE","Y","","","","38.47443889N","023.31643333E","0","M","819","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"331","WINDTURBINE","WINDTURBINE","Y","","","","38.47298056N","023.30623333E","0","M","804","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"332","WINDTURBINE","WINDTURBINE","Y","","","","38.47856111N","023.31278333E","0","M","811","0","126","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"333","WINDTURBINE","WINDTURBINE","Y","","","","38.47876667N","023.31554444E","0","M","813","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"334","WINDTURBINE","WINDTURBINE","Y","","","","38.47894722N","023.32163056E","0","M","835","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"335","WINDTURBINE","WINDTURBINE","Y","","","","38.47933056N","023.33798056E","0","M","804","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"336","WINDTURBINE","WINDTURBINE","Y","","","","38.47961389N","023.32657778E","0","M","774","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"337","WINDTURBINE","WINDTURBINE","Y","","","","38.47983611N","023.32906389E","0","M","751","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"338","WINDTURBINE","WINDTURBINE","Y","","","","38.48065278N","023.33151944E","0","M","785","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"339","WINDTURBINE","WINDTURBINE","Y","","","","38.48173056N","023.33388333E","0","M","773","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"340","WINDTURBINE","WINDTURBINE","Y","","","","38.48347778N","023.33551944E","0","M","763","0","110","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"341","WINDTURBINE","WINDTURBINE","Y","","","","38.23993889N","023.51013889E","0","M","620","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"342","WINDTURBINE","WINDTURBINE","Y","","","","38.23491944N","023.51194444E","0","M","623","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"343","WINDTURBINE","WINDTURBINE","Y","","","","38.23899167N","023.49797778E","0","M","643","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"344","WINDTURBINE","WINDTURBINE","Y","","","","38.23722222N","023.50161667E","0","M","693","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"345","WINDTURBINE","WINDTURBINE","Y","","","","38.23629444N","023.50538889E","0","M","669","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"346","WINDTURBINE","WINDTURBINE","Y","","","","38.23128056N","023.50958333E","0","M","640","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"347","WINDTURBINE","WINDTURBINE","Y","","","","38.23797500N","023.48336111E","0","M","598","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"348","WINDTURBINE","WINDTURBINE","Y","","","","38.23617778N","023.48924444E","0","M","626","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"349","WINDTURBINE","WINDTURBINE","Y","","","","38.23348333N","023.49527222E","0","M","679","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"350","WINDTURBINE","WINDTURBINE","Y","","","","38.23061111N","023.50248611E","0","M","660","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"351","WINDTURBINE","WINDTURBINE","Y","","","","38.23160556N","023.48811389E","0","M","645","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"352","WINDTURBINE","WINDTURBINE","Y","","","","38.22990278N","023.49166111E","0","M","649","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"353","WINDTURBINE","WINDTURBINE","Y","","","","38.23281667N","023.50729722E","0","M","767","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"354","WINDTURBINE","WINDTURBINE","Y","","","","38.23687222N","023.48623056E","0","M","736","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"355","WINDTURBINE","WINDTURBINE","Y","","","","38.23525556N","023.49216944E","0","M","791","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"356","WINDTURBINE","WINDTURBINE","Y","","","","38.23277222N","023.49828889E","0","M","789","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"357","BRIDGE","BRIDGE","Y","","","","38.31345833N","021.77709722E","0","M","142","0","0","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"358","BRIDGE","BRIDGE","Y","","","","38.31808889N","021.77455833E","0","M","165","0","0","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"359","BRIDGE","BRIDGE","Y","","","","38.32272222N","021.77202222E","0","M","165","0","0","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"360","BRIDGE","BRIDGE","Y","","","","38.32735556N","021.76948333E","0","M","142","0","0","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"361","OTHER","OTHER","Y","","","","38.88333333N","021.59166667E","0","M","0","0","200","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"362","CHIMNEY","CHIMNEY","Y","","","","36.37895000N","028.01848333E","0","M","109","0","105","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"363","WINDTURBINE","WINDTURBINE","Y","","","","38.46357778N","021.82196111E","0","M","1155","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"364","WINDTURBINE","WINDTURBINE","Y","","","","38.46130833N","021.82484722E","0","M","1187","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"365","WINDTURBINE","WINDTURBINE","Y","","","","38.45946667N","021.82690000E","0","M","1198","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"366","WINDTURBINE","WINDTURBINE","Y","","","","38.45706944N","021.83061111E","0","M","1213","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"367","WINDTURBINE","WINDTURBINE","Y","","","","38.45458889N","021.83385556E","0","M","1214","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"368","WINDTURBINE","WINDTURBINE","Y","","","","38.45293056N","021.84863056E","0","M","1136","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"369","WINDTURBINE","WINDTURBINE","Y","","","","38.45042778N","021.84901111E","0","M","1135","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"370","WINDTURBINE","WINDTURBINE","Y","","","","38.44870556N","021.85028056E","0","M","1110","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"371","WINDTURBINE","WINDTURBINE","N","","","","38.44895278N","022.73215278E","0","M","955","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"372","WINDTURBINE","WINDTURBINE","Y","","","","38.44723889N","022.73280278E","0","M","988","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"373","WINDTURBINE","WINDTURBINE","N","","","","38.44456389N","022.73308889E","0","M","1015","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"374","WINDTURBINE","WINDTURBINE","Y","","","","38.44035000N","022.73178889E","0","M","1035","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"375","WINDTURBINE","WINDTURBINE","N","","","","38.44154444N","022.74296111E","0","M","1117","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"376","WINDTURBINE","WINDTURBINE","Y","","","","38.44320556N","022.74084722E","0","M","1132","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"377","WINDTURBINE","WINDTURBINE","Y","","","","35.91836389N","027.73769167E","0","M","251","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"378","WINDTURBINE","WINDTURBINE","Y","","","","35.91857500N","027.73970000E","0","M","273","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"379","WINDTURBINE","WINDTURBINE","Y","","","","35.91920278N","027.74151111E","0","M","273","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"380","WINDTURBINE","WINDTURBINE","Y","","","","35.91941111N","027.74357778E","0","M","300","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"381","WINDTURBINE","WINDTURBINE","Y","","","","35.91961667N","027.74550833E","0","M","303","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"382","WINDTURBINE","WINDTURBINE","Y","","","","35.91890833N","027.74921389E","0","M","308","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"383","WINDTURBINE","WINDTURBINE","Y","","","","35.91761667N","027.75351389E","0","M","282","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"384","WINDTURBINE","WINDTURBINE","Y","","","","35.92623889N","027.73754722E","0","M","257","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"385","WINDTURBINE","WINDTURBINE","Y","","","","35.92707778N","027.73968889E","0","M","261","0","125","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
"386","WINDTURBINE","WINDTURBINE","Y","","","","41.33257500N","023.42205833E","0","M","1163","0","140","Y","M","0","M","","","","","2019-02-28T00:00:00Z","2021-02-28T00:00:00Z","","LG|ENR|5.4|2019-02-28|PDF"
