codeId,codeType,txtName,codeLgt,codeMarking,txtDescrLgt,txtDescrMarking,geoLat,geoLong,valGeoAccuracy,uomGeoAccuracy,valElev,valElevAccuracy,valHgt,codeHgtAccuracy,uomDistVer,valRadius,uomRadius,codeGroupId,txtGroupName,codeLinkedToId,codeLinkType,datetimeValidWef,datetimeValidTil,txtRmk,source
"99968","TOWER","RADIMOVICE","N","N","","","50.63030556N","015.07325556E","0","M","435","0","47","Y","M","0","M","cd13f9f3-9d2f-49c7-a9bf-95675c59fc28","Group ID 438","99969","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Pole","LK|ENR|5.4|2019-04-17|CSV"
"100010","WINDTURBINE","REJCHARTICE","Y","Y","Night marking","Day marking","49.79654444N","017.51818889E","0","M","818","0","130","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"100009","WINDTURBINE","REJCHARTICE","Y","Y","Night marking","Day marking","49.79098056N","017.51628889E","0","M","813","0","130","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"100012","WINDTURBINE","REJCHARTICE","Y","Y","Night marking","Day marking","49.79080833N","017.52129444E","0","M","814","0","130","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"100011","WINDTURBINE","REJCHARTICE","Y","Y","Night marking","Day marking","49.79399167N","017.52129444E","0","M","819","0","130","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"100013","WINDTURBINE","REJCHARTICE","Y","Y","Night marking","Day marking","49.79703056N","017.52303611E","0","M","822","0","130","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"100014","WINDTURBINE","REJCHARTICE","Y","Y","Night marking","Day marking","49.80011667N","017.52418056E","0","M","817","0","130","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"99983","TOWER","ROKYTNICE NAD JIZEROU","N","N","","","50.72493611N","015.41405000E","0","M","569","0","102","Y","M","0","M","706cba80-829a-4a78-a096-cee68f04356d","Group ID 444","99984","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Transmission line","LK|ENR|5.4|2019-04-17|CSV"
"99982","TOWER","ROKYTNICE NAD JIZEROU","N","N","","","50.72455278N","015.41102778E","0","M","567","0","40","Y","M","0","M","706cba80-829a-4a78-a096-cee68f04356d","Group ID 444","99983","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Pole","LK|ENR|5.4|2019-04-17|CSV"
"99984","TOWER","ROKYTNICE NAD JIZEROU","N","N","","","50.72570556N","015.41647778E","0","M","571","0","41","Y","M","0","M","706cba80-829a-4a78-a096-cee68f04356d","Group ID 444","","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Pole","LK|ENR|5.4|2019-04-17|CSV"
"99947","TOWER","ROKYTOVEC","N","N","","","50.41205278N","014.84123056E","0","M","332","0","44","Y","M","0","M","4f69cda2-9c82-4b7e-b333-012ee55996d0","Group ID 425","","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Pole","LK|ENR|5.4|2019-04-17|CSV"
