codeId,codeType,txtName,codeLgt,codeMarking,txtDescrLgt,txtDescrMarking,geoLat,geoLong,valGeoAccuracy,uomGeoAccuracy,valElev,valElevAccuracy,valHgt,codeHgtAccuracy,uomDistVer,valRadius,uomRadius,codeGroupId,txtGroupName,codeLinkedToId,codeLinkType,datetimeValidWef,datetimeValidTil,txtRmk,source
8606,WINDTURBINE,LYNGBY,YES,,FLG  R,,55.881805,14.158111,0,M,479,0,459,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8607,WINDTURBINE,LYNGBY,YES,,FLG  R,,55.880527,14.164916,0,M,476,0,459,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8608,WINDTURBINE,SÖDRA HÄRENE,YES,,F R,,58.121666,12.857362,0,M,663,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8621,WINDTURBINE,FENGERSFORS,YES,,FLG  R,,59.001694,12.554806,0,M,787,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8622,WINDTURBINE,N VÅNGA,YES,,FLG  R,,58.263916,13.255305,0,M,659,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8662,WINDTURBINE,SÖDERÅKRA,YES,,F R,,56.42967,16.040861,0,M,371,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8663,WINDTURBINE,BRICKAN,YES,,F R,,61.922253,14.307195,0,M,2690,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8666,WINDTURBINE,BRÅLANDA,YES,,F R,,58.579525,12.378722,0,M,531,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8667,WINDTURBINE,BRÅLANDA,YES,,F R,,58.58958,12.374139,0,M,512,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8668,WINDTURBINE,KVÄNUM,YES,,FLG  R,,58.304,13.141139,0,M,719,0,459,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8669,WINDTURBINE,FREDRIKSDAL,YES,,FLG  R,,57.61553,14.575306,0,M,1463,0,335,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8670,WINDTURBINE,ÖDEBORG,YES,,F R,,58.533085,11.837861,0,M,820,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8671,WINDTURBINE,BOLSTAD,YES,,F R,,58.62133,12.528833,0,M,505,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8672,WINDTURBINE,GRINSTAD,YES,,F R,,58.621777,12.532916,0,M,505,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8678,WINDTURBINE,FORNÅSA,YES,,F R,,58.4645,15.253083,0,M,594,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8679,WINDTURBINE,FORNÅSA,YES,,F R,,58.467194,15.253195,0,M,591,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8680,WINDTURBINE,FORNÅSA,YES,,F R,,58.469723,15.253305,0,M,600,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8683,WINDTURBINE,NÄSSJÖ,YES,,FLG  R,,57.590137,14.628056,0,M,1362,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8688,WINDTURBINE,SKÖRSTORP,YES,,F R,,58.122665,13.746305,0,M,1243,0,456,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8689,WINDTURBINE,SKÖRSTORP,YES,,F R,,58.12011,13.747445,0,M,1243,0,456,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8690,WINDTURBINE,SKÖRSTORP,YES,,F R,,58.117275,13.749306,0,M,1250,0,456,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8694,WINDTURBINE,RÖBERGSFJÄLLET,YES,,F R,,60.285973,14.222777,0,M,2123,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8695,WINDTURBINE,FLATBERGET,YES,,F R,,60.283306,14.226417,0,M,2083,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8696,WINDTURBINE,RÖBERGSFJÄLLET,YES,,F R,,60.28136,14.219694,0,M,2087,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8697,WINDTURBINE,FLATBERGET,YES,,F R,,60.279972,14.230222,0,M,2106,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8698,WINDTURBINE,RÖBERGSFJÄLLET,YES,,F R,,60.278057,14.2208605,0,M,2133,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8699,WINDTURBINE,RÖBERGSFJÄLLET,YES,,F R,,60.277416,14.226583,0,M,2139,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8700,WINDTURBINE,RÖBERGSFJÄLLET,YES,,F R,,60.276028,14.211278,0,M,2087,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8701,WINDTURBINE,RÖBERGSFJÄLLET,YES,,F R,,60.273693,14.2205,0,M,2133,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8706,WINDTURBINE,RYDAHOLM,YES,,FLG  R,,57.004055,14.319555,0,M,1115,0,394,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8711,WINDTURBINE,BOLSTAD,YES,,F R,,58.601166,12.555362,0,M,620,0,456,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8712,WINDTURBINE,BOLSTAD,YES,,F R,,58.60308,12.562278,0,M,620,0,456,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8713,WINDTURBINE,BOLSTAD,YES,,F R,,58.60061,12.567889,0,M,620,0,456,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8720,WINDTURBINE,BYRÅSEN,YES,,FLG  R,,60.668003,13.650111,0,M,1982,0,387,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8721,WINDTURBINE,BYRÅSEN,YES,,FLG  R,,60.666306,13.653889,0,M,1995,0,387,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8722,WINDTURBINE,KVÄNUM,YES,,FLG  R,,58.30197,13.128555,0,M,719,0,459,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8724,WINDTURBINE,ARENTORP,YES,,F R,,58.213528,12.826305,0,M,623,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8732,WINDTURBINE,LÅNGÅS,YES,,F R,,56.996277,12.473499,0,M,469,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8734,TOWER,PLATFORM FINO 2,YES,,F R,,55.006916,13.154194,0,M,340,0,340,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Tower Platform,Swedish Aeronautical Information Service
8735,WINDTURBINE,SKÄNNINGE,YES,,F R,,58.40064,15.145139,0,M,604,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8753,MAST,BOCKARA,YES,,F R,,57.276222,15.986584,0,M,866,0,459,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Mast,Swedish Aeronautical Information Service
8785,WINDTURBINE,LÅNGÅS,YES,,F R,,56.995224,12.466416,0,M,469,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8786,WINDTURBINE,LÅNGÅS,YES,,F R,,56.992832,12.469388,0,M,469,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8787,WINDTURBINE,LÅNGÅS,YES,,F R,,56.99372,12.475805,0,M,476,0,410,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8795,WINDTURBINE,HÖKENSÅS,YES,,F R,,58.213223,14.140833,0,M,1030,0,331,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8801,WINDTURBINE,BRINGSJÖBERG,YES,,FLG  R,,60.10864,14.780916,0,M,1791,0,335,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8830,CHIMNEY,MALMÖ,YES,,F R,,55.62622,13.040778,0,M,338,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Chimney,Swedish Aeronautical Information Service
8845,WINDTURBINE,BROBY,YES,,F R,,58.49922,13.375028,0,M,558,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8846,WINDTURBINE,BROBY,YES,,FLG W,,58.496723,13.377361,0,M,561,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8850,WINDTURBINE,ESKILSÄTER,YES,,F R,,58.969944,13.21025,0,M,528,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8856,WINDTURBINE,HUMLEKÄRR,YES,,FLG  R,,58.34333,11.409833,0,M,614,0,453,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8857,WINDTURBINE,HUMLEKÄRR,YES,,FLG  R,,58.340694,11.412889,0,M,692,0,453,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8868,WINDTURBINE,BLIKSTORP,YES,,F R,,58.299694,14.054,0,M,748,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8869,WINDTURBINE,BLIKSTORP,YES,,F R,,58.30164,14.048667,0,M,748,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8871,WINDTURBINE,FALKÖPING,YES,,F R,,58.10572,13.4445,0,M,968,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8876,WINDTURBINE,ST LEVENE,YES,,F R,,58.316444,12.972666,0,M,561,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8886,WINDTURBINE,VARA,YES,,F R,,58.263832,12.91036,0,M,587,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8895,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.517166,12.803223,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8896,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.511696,12.795139,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8897,WINDTURBINE,LILLGRUND,YES,,F R,,55.508945,12.791056,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8898,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.506195,12.787001,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8899,WINDTURBINE,LILLGRUND,YES,,F R,,55.503445,12.782944,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8900,WINDTURBINE,LILLGRUND,YES,,F R,,55.500694,12.778889,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8901,WINDTURBINE,LILLGRUND,YES,,F R,,55.5185,12.798973,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8902,WINDTURBINE,LILLGRUND,YES,,F R,,55.513,12.790833,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8903,WINDTURBINE,LILLGRUND,YES,,F R,,55.51025,12.786778,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8904,WINDTURBINE,LILLGRUND,YES,,F R,,55.504723,12.7786665,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8905,WINDTURBINE,LILLGRUND,YES,,F R,,55.501972,12.774583,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8906,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.49922,12.770528,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8907,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.51978,12.794695,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8908,WINDTURBINE,LILLGRUND,YES,,F R,,55.51703,12.790611,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8909,WINDTURBINE,LILLGRUND,YES,,F R,,55.51428,12.786556,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8910,WINDTURBINE,LILLGRUND,YES,,F R,,55.514473,12.799195,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8918,WINDTURBINE,NORMLÖSA,YES,,F R,,58.40914,15.249389,0,M,574,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8934,WINDTURBINE,SKARVSJÖBY,YES,,F R,,64.97928,17.068974,0,M,2110,0,338,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8936,WINDTURBINE,LILLGRUND,YES,,F R,,55.51575,12.794917,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8937,WINDTURBINE,LILLGRUND,YES,,F R,,55.507473,12.7827215,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8938,WINDTURBINE,LILLGRUND,YES,,F R,,55.511528,12.782499,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8939,WINDTURBINE,LILLGRUND,YES,,F R,,55.508778,12.778417,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8940,WINDTURBINE,LILLGRUND,YES,,F R,,55.506027,12.774361,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8941,WINDTURBINE,LILLGRUND,YES,,F R,,55.50325,12.770306,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8942,WINDTURBINE,LILLGRUND,YES,,F R,,55.5005,12.766222,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8943,WINDTURBINE,LILLGRUND,YES,,F R,,55.521084,12.790389,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8944,WINDTURBINE,LILLGRUND,YES,,F R,,55.518333,12.786334,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8945,WINDTURBINE,LILLGRUND,YES,,F R,,55.515556,12.782528,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8946,WINDTURBINE,LILLGRUND,YES,,F R,,55.512806,12.778194,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8947,WINDTURBINE,LILLGRUND,YES,,F R,,55.507305,12.770056,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8948,WINDTURBINE,LILLGRUND,YES,,F R,,55.504555,12.766,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8949,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.501804,12.761945,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8950,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.52222,12.78589,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8951,WINDTURBINE,LILLGRUND,YES,,F R,,55.51961,12.782027,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8952,WINDTURBINE,LILLGRUND,YES,,F R,,55.51686,12.777972,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8953,WINDTURBINE,LILLGRUND,YES,,F R,,55.51411,12.773916,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8954,WINDTURBINE,LILLGRUND,YES,,F R,,55.505833,12.761723,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8955,WINDTURBINE,LILLGRUND,YES,,F R,,55.51814,12.773666,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8956,WINDTURBINE,LILLGRUND,YES,,F R,,55.51539,12.76961,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8957,WINDTURBINE,LILLGRUND,YES,,F R,,55.512638,12.765555,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8958,WINDTURBINE,LILLGRUND,YES,,F R,,55.509888,12.7615,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8959,WINDTURBINE,LILLGRUND,YES,,F R,,55.522194,12.773444,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8960,WINDTURBINE,LILLGRUND,YES,,F R,,55.519444,12.769388,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8961,WINDTURBINE,LILLGRUND,YES,,F R,,55.516666,12.7653055,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8962,WINDTURBINE,LILLGRUND,YES,,F R,,55.513916,12.76125,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8963,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.52347,12.769166,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8964,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.51797,12.761027,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8965,WINDTURBINE,LILLGRUND,YES,,F R,,55.52072,12.765083,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8967,WINDTURBINE,LILLGRUND,YES,,F R,,55.508583,12.765778,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8968,WINDTURBINE,LILLGRUND,YES,,FLG  R,,55.52089,12.77775,0,M,377,0,377,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8973,WINDTURBINE,YLLESTAD,YES,,F R,,58.055138,13.72961,0,M,1109,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8979,WINDTURBINE,SKÄNNINGE,YES,,F R,,58.376526,15.033695,0,M,650,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8981,WINDTURBINE,VINNERSTAD,YES,,F R,,58.51275,15.121056,0,M,623,0,328,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8983,MAST,URÅSA,YES,,F R,,56.681446,14.944944,0,M,879,0,338,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Mast,Swedish Aeronautical Information Service
8984,WINDTURBINE,TANUMSHEDE,YES,,FLG  R,,58.66942,11.420501,0,M,856,0,476,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8985,WINDTURBINE,TANUMSHEDE,YES,,FLG  R,,58.663723,11.427334,0,M,892,0,476,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8986,WINDTURBINE,TANUMSHEDE,YES,,FLG  R,,58.649086,11.445806,0,M,886,0,476,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8987,WINDTURBINE,TANUMSHEDE,YES,,FLG  R,,58.653,11.447805,0,M,912,0,476,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8992,WINDTURBINE,TANUMSHEDE,YES,,FLG  R,,58.65525,11.435862,0,M,919,0,476,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
8993,WINDTURBINE,TANUMSHEDE,YES,,FLG  R,,58.65167,11.440194,0,M,915,0,476,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
9003,WINDTURBINE,LUND,YES,,F R,,55.738388,13.253917,0,M,584,0,331,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
9004,WINDTURBINE,LUND,YES,,F R,,55.739887,13.258223,0,M,581,0,331,NO,FT,0,M,,,,,2019-03-28T00:00:00Z,2021-03-28T23:59:59Z,Wind turbine,Swedish Aeronautical Information Service
