obs_id;aip_id;obs_txt_name;obs_txt_name_cz;obs_txt_descr_type;obs_txt_descr_type_cz;obs_val_elev;obs_val_hgt;obs_uom_dist_ver;obs_txt_ver_datum;obs_geo_lat;obs_geo_long;obs_code_datum;obs_txt_descr_marking;obs_txt_descr_marking_cz;obs_txt_descr_lgt;obs_txt_descr_lgt_cz;obs_code_lgt;obs_txt_rmk;obs_txt_rmk_cz
99872;398b;NEMCI;NĚMČÍ;transmission line;el. vedení;653;228;M;BpV;503707.77N;0140609.83E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:398b (Part of line obstacle: 398);NR:398b (Součást liniové překážky: 398)
99871;398a;NEMCI;NĚMČÍ;pole;sloup;620;26;M;BpV;503700.01N;0140552.17E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:398a (Part of line obstacle: 398);NR:398a (Součást liniové překážky: 398)
99873;398c;NEMCI;NĚMČÍ;pole;sloup;693;34;M;BpV;503717.49N;0140631.89E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:398c (Part of line obstacle: 398);NR:398c (Součást liniové překážky: 398)
83870;165;NERATOVICE;NERATOVICE;chimney;komín;362;201;M;BpV;501625.69N;0143126.67E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83679;164;NERATOVICE;NERATOVICE;cooling tower;chladící věž;261;101;M;BpV;501654.92N;0143109.80E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83641;114;NESTEMICE;NEŠTĚMICE;chimney;komín;262;121;M;BpV;504018.41N;0140639.49E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83767;64;NOVA VES V HORACH;NOVÁ VES V HORÁCH;wind power plant;větrná elektrárna;830;100;M;BpV;503545.33N;0132939.94E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83766;63;NOVA VES V HORACH;NOVÁ VES V HORÁCH;wind power plant;větrná elektrárna;849;100;M;BpV;503541.87N;0132931.45E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83813;61;NOVA VES V HORACH;NOVÁ VES V HORÁCH;wind power plant;větrná elektrárna;860;120;M;BpV;503551.04N;0132927.30E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83812;65;NOVA VES V HORACH;NOVÁ VES V HORÁCH;wind power plant;větrná elektrárna;852;120;M;BpV;503556.27N;0132943.41E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83815;62;NOVA VES V HORACH;NOVÁ VES V HORÁCH;wind power plant;větrná elektrárna;854;120;M;BpV;503556.88N;0132928.23E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83814;60;NOVA VES V HORACH;NOVÁ VES V HORÁCH;wind power plant;větrná elektrárna;836;120;M;BpV;503558.26N;0132916.58E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83762;92;NOVE MESTO;NOVÉ MĚSTO;wind power plant;větrná elektrárna;975;118;M;BpV;504047.15N;0134134.70E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83764;94;NOVE MESTO;NOVÉ MĚSTO;wind power plant;větrná elektrárna;960;118;M;BpV;504057.70N;0134145.87E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83763;93;NOVE MESTO;NOVÉ MĚSTO;wind power plant;větrná elektrárna;967;118;M;BpV;504051.93N;0134141.85E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83700;228;NOVE MESTO NAD METUJI;NOVÉ MĚSTO NAD METUJÍ;chimney;komín;418;113;M;BpV;502153.17N;0160812.83E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83550;100;NOVOSEDLICE;NOVOSEDLICE;chimney;komín;390;130;M;BpV;503951.60N;0134926.05E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
100018;464c;NOVY HROZENKOV;NOVÝ HROZENKOV;pole;sloup;631;26;M;BpV;492050.31N;0180711.89E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:464c (Part of line obstacle: 464);NR:464c (Součást liniové překážky: 464)
100016;464a;NOVY HROZENKOV;NOVÝ HROZENKOV;pole;sloup;631;26;M;BpV;492036.55N;0180705.20E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:464a (Part of line obstacle: 464);NR:464a (Součást liniové překážky: 464)
83851;320;NOVY JICIN;NOVÝ JIČÍN;chimney;komín;389;102;M;BpV;493520.14N;0180106.87E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83678;180;NYMBURK;NYMBURK;chimney;komín;329;140;M;BpV;501143.22N;0150225.79E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83732;172;OLDRICHOVEC;OLDŘICHOVEC;mast;stožár;809;102;M;BpV;493609.13N;0144015.81E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
100015;463;OLDRISOV;OLDŘIŠOV;wind power plant;větrná elektrárna;453;150;M;BpV;500016.41N;0175757.75E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83613;284;OLOMOUC;OLOMOUC;chimney;komín;333;123;M;BpV;493514.45N;0171600.66E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83592;285;OLOMOUC;OLOMOUC;chimney;komín;329;113;M;BpV;493519.54N;0171740.04E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
101488;467;OPATOV;OPATOV;wind power plant;větrná elektrárna;788;119;M;BpV;501506.65N;0122626.60E;WGE;Day marking;Denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83684;216;OPATOVICE;OPATOVICE;chimney;komín;366;142;M;BpV;500735.48N;0154735.55E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83683;214;OPATOVICE;OPATOVICE;chimney;komín;345;121;M;BpV;500736.89N;0154731.65E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83685;215;OPATOVICE;OPATOVICE;chimney;komín;345;122;M;BpV;500734.01N;0154732.25E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83590;316;OPAVA;OPAVA;chimney;komín;370;112;M;BpV;495738.55N;0175211.29E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99884;402c;ORLIK;ORLÍK;pole;sloup;442;34;M;BpV;493508.61N;0141020.06E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:402c (Part of line obstacle: 402);NR:402c (Součást liniové překážky: 402)
99886;403b;ORLIK;ORLÍK;transmission line;el. vedení;475;133;M;BpV;493009.90N;0141101.35E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:403b (Part of line obstacle: 403);NR:403b (Součást liniové překážky: 403)
99883;402b;ORLIK;ORLÍK;transmission line;el. vedení;462;122;M;BpV;493517.06N;0141008.45E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:402b (Part of line obstacle: 402);NR:402b (Součást liniové překážky: 402)
99882;402a;ORLIK;ORLÍK;pole;sloup;472;23;M;BpV;493527.58N;0140952.05E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:402a (Part of line obstacle: 402);NR:402a (Součást liniové překážky: 402)
99885;403a;ORLIK NAD VLTAVOU;ORLÍK NAD VLTAVOU;pole;sloup;469;65;M;BpV;493009.38N;0141039.53E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:403a (Part of line obstacle: 403);NR:403a (Součást liniové překážky: 403)
99834;378b;OSELIN;OŠELÍN;transmission line;el. vedení;508;112;M;BpV;494657.83N;0125206.49E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:378b (Part of line obstacle: 378);NR:378b (Součást liniové překážky: 378)
99833;378a;OSELIN;OŠELÍN;pole;sloup;504;37;M;BpV;494652.43N;0125154.07E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:378a (Part of line obstacle: 378);NR:378a (Součást liniové překážky: 378)
99835;378c;OSELIN;OŠELÍN;pole;sloup;512;43;M;BpV;494702.90N;0125218.82E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:378c (Part of line obstacle: 378);NR:378c (Součást liniové překážky: 378)
83848;336;OSTRAVA;OSTRAVA;chimney;komín;396;167;M;BpV;494744.08N;0181848.56E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
101491;470;OSTRAVA;OSTRAVA;chimney;komín;331;101;M;BpV;494736.24N;0181930.00E;WGE;Day marking;Denní značení;Night marking;Noční značení;Y;ValueEmpty;ValueEmpty
101492;471;OSTRAVA;OSTRAVA;chimney;komín;330;101;M;BpV;494743.66N;0181930.35E;WGE;Day marking;Denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
100020;466;OSTRAVA;OSTRAVA;chimney;komín;351;121;M;BpV;494745.30N;0181847.08E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83713;331;OSTRAVA;OSTRAVA;chimney;komín;358;152;M;BpV;495138.10N;0181630.97E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83715;335;OSTRAVA;OSTRAVA;chimney;komín;318;100;M;BpV;495146.58N;0181800.93E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83714;334;OSTRAVA;OSTRAVA;chimney;komín;317;102;M;BpV;495140.11N;0181748.31E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83693;337;OSTRAVA;OSTRAVA;chimney;komín;452;221;M;BpV;494740.81N;0181848.88E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83692;343;OSTRAVA;OSTRAVA;chimney;komín;331;103;M;BpV;494718.39N;0181946.30E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83695;338;OSTRAVA;OSTRAVA;chimney;komín;346;111;M;BpV;494655.48N;0181849.90E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83694;344;OSTRAVA;OSTRAVA;chimney;komín;331;103;M;BpV;494723.30N;0181946.52E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83689;332;OSTRAVA;OSTRAVA;chimney;komín;318;102;M;BpV;494833.45N;0181648.26E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83690;330;OSTRAVA;OSTRAVA;chimney;komín;343;120;M;BpV;494857.70N;0181623.48E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83740;339;OSTRAVA;OSTRAVA;chimney;komín;353;123;M;BpV;494733.53N;0181919.80E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83717;328;OSTRAVA;OSTRAVA;TV transmitter;TV vysílač;472;186;M;BpV;495140.65N;0181245.05E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83720;329;OSTRAVA;OSTRAVA;chimney;komín;309;103;M;BpV;495025.86N;0181403.23E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83527;18;OSTROV;OSTROV;chimney;komín;499;111;M;BpV;501755.56N;0125649.89E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83832;257;OSTRY KAMEN;OSTRÝ KÁMEN;wind power plant;větrná elektrárna;679;100;M;BpV;494431.74N;0162315.24E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83833;256;OSTRY KAMEN;OSTRÝ KÁMEN;wind power plant;větrná elektrárna;676;100;M;BpV;494440.28N;0162314.38E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83834;255;OSTRY KAMEN;OSTRÝ KÁMEN;wind power plant;větrná elektrárna;672;100;M;BpV;494449.91N;0162313.85E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83593;305;OTROKOVICE;OTROKOVICE;chimney;komín;355;170;M;BpV;491217.20N;0173113.25E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83594;304;OTROKOVICE;OTROKOVICE;chimney;komín;314;119;M;BpV;491219.85N;0173111.80E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83889;361;PACOV-STRAZISTE;PACOV-STRÁŽIŠTĚ;TV transmitter;TV vysílač;820;87;M;BpV;493210.76N;0150014.55E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99876;399c;PANSKY MLYN;PANSKÝ MLÝN;pole;sloup;399;24;M;BpV;503754.47N;0140917.85E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:399c (Part of line obstacle: 399, 400);NR:399c (Součást liniové překážky: 399, 400)
99875;399b;PANSKY MLYN;PANSKÝ MLÝN;transmission line;el. vedení;415;112;M;BpV;503753.90N;0140909.72E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:399b (Part of line obstacle: 399);NR:399b (Součást liniové překážky: 399)
99878;400a;PANSKY MLYN;PANSKÝ MLÝN;transmission line;el. vedení;396;105;M;BpV;503756.05N;0140938.94E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:400a (Part of line obstacle: 400);NR:400a (Součást liniové překážky: 400)
99877;400b;PANSKY MLYN;PANSKÝ MLÝN;pole;sloup;394;26;M;BpV;503757.09N;0140955.01E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:400b (Part of line obstacle: 400);NR:400b (Součást liniové překážky: 400)
99874;399a;PANSKY MLYN;PANSKÝ MLÝN;pole;sloup;463;26;M;BpV;503751.55N;0140837.27E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:399a (Part of line obstacle: 399);NR:399a (Součást liniové překážky: 399)
83686;213;PARDUBICE;PARDUBICE;radio transmitter;rozhlasový vysílač;326;109;M;BpV;500221.89N;0154603.35E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83682;210;PARDUBICE;PARDUBICE;chimney;komín;321;102;M;BpV;500329.55N;0154332.07E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83681;211;PARDUBICE;PARDUBICE;chimney;komín;320;101;M;BpV;500331.14N;0154333.82E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83696;333;PASKOV;PASKOV;chimney;komín;412;151;M;BpV;494251.14N;0181723.94E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83761;200;PAVLOV;PAVLOV;wind power plant;větrná elektrárna;818;145;M;BpV;491501.62N;0153258.56E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83760;199;PAVLOV;PAVLOV;wind power plant;větrná elektrárna;818;145;M;BpV;491513.66N;0153245.43E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99997;451a;PECIKOV;PĚČÍKOV;pole;sloup;502;26;M;BpV;494333.40N;0164624.29E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:451a (Part of line obstacle: 451);NR:451a (Součást liniové překážky: 451)
99999;451c;PECIKOV;PĚČÍKOV;pole;sloup;401;26;M;BpV;494324.32N;0164650.58E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:451c (Part of line obstacle: 451);NR:451c (Součást liniové překážky: 451)
99998;451b;PECIKOV;PĚČÍKOV;transmission line;el. vedení;438;119;M;BpV;494326.48N;0164644.36E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:451b (Part of line obstacle: 451);NR:451b (Součást liniové překážky: 451)
83765;104;PETROVICE;PETROVICE;wind power plant;větrná elektrárna;734;122;M;BpV;504638.16N;0135900.68E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83804;106;PETROVICE;PETROVICE;wind power plant;větrná elektrárna;713;120;M;BpV;504638.68N;0135919.15E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83830;116;PCHERY;PCHERY;wind power plant;větrná elektrárna;473;138;M;BpV;501146.27N;0140743.50E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83831;118;PCHERY;PCHERY;wind power plant;větrná elektrárna;471;138;M;BpV;501153.66N;0140804.15E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83738;119;PISEK;PÍSEK;chimney;komín;522;142;M;BpV;491723.51N;0140914.86E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83881;174;PLANA NAD LUZNICI;PLANÁ NAD LUŽNICÍ;chimney;komín;518;103;M;BpV;492205.07N;0144206.53E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83575;57;PLZEN;PLZEŇ;chimney;komín;490;171;M;BpV;494515.74N;0132355.65E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83577;56;PLZEN;PLZEŇ;church;kostel;415;102;M;BpV;494451.33N;0132238.20E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83576;55;PLZEN;PLZEŇ;chimney;komín;448;112;M;BpV;494421.89N;0132040.06E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99851;386;POCERADY;POČERADY;cooling tower;chladící věž;343;129;M;BpV;502548.85N;0134029.30E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99853;388;POCERADY;POČERADY;chimney;komín;326;113;M;BpV;502542.63N;0134035.00E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99852;387;POCERADY;POČERADY;chimney;komín;326;113;M;BpV;502543.52N;0134033.56E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83541;86;POCERADY;POČERADY;cooling tower;chladící věž;313;102;M;BpV;502549.76N;0134037.22E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83540;87;POCERADY;POČERADY;chimney;komín;415;203;M;BpV;502535.82N;0134038.41E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83543;88;POCERADY;POČERADY;cooling tower;chladící věž;314;106;M;BpV;502547.47N;0134040.78E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83542;89;POCERADY;POČERADY;cooling tower;chladící věž;314;104;M;BpV;502550.92N;0134042.55E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83537;90;POCERADY;POČERADY;chimney;komín;415;205;M;BpV;502536.30N;0134043.82E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83539;91;POCERADY;POČERADY;cooling tower;chladící věž;314;104;M;BpV;502548.63N;0134046.16E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83538;85;POCERADY;POČERADY;chimney;komín;436;224;M;BpV;502541.04N;0134036.24E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83871;183;PODEBRADY;PODĚBRADY;mast;stožár;338;150;M;BpV;500811.69N;0150839.87E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83872;182;PODEBRADY;PODĚBRADY;mast;stožár;338;150;M;BpV;500819.78N;0150839.49E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83719;278;POSTORNA;POŠTORNÁ;chimney;komín;291;131;M;BpV;484421.10N;0165200.87E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83756;283;PRADED;PRADĚD;TV transmitter;TV vysílač;1642;150;M;BpV;500459.09N;0171351.47E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83868;154;PRAHA;PRAHA;chimney;komín;287;100;M;BpV;500636.17N;0142610.15E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83869;138;PRAHA;PRAHA;chimney;komín;397;124;M;BpV;500320.50N;0142246.14E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104858;472;PRAHA;PRAHA;Building;Budova;373;105;M;BpV;500256.40N;0142608.60E;WGE;without marking;bez značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99935;421;PRAHA;PRAHA;building;budova;383;116;M;BpV;500300.44N;0142610.96E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83648;155;PRAHA;PRAHA;building;budova;394;132;M;BpV;500300.80N;0142621.50E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83649;159;PRAHA;PRAHA;chimney;komín;337;121;M;BpV;500315.02N;0142810.93E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83655;170;PRAHA;PRAHA;chimney;komín;393;114;M;BpV;500240.23N;0143426.03E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83654;168;PRAHA;PRAHA;chimney;komín;436;179;M;BpV;500443.86N;0143227.80E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83651;166;PRAHA;PRAHA;chimney;komín;396;162;M;BpV;500504.98N;0143127.24E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83650;158;PRAHA;PRAHA;chimney;komín;354;141;M;BpV;500315.08N;0142807.50E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83688;156;PRAHA;PRAHA;TV transmitter;TV vysílač;476;222;M;BpV;500451.71N;0142703.80E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83754;135;PRAHA 5 - RADOTIN;PRAHA 5 - RADOTÍN;chimney;komín;297;106;M;BpV;495924.35N;0142235.34E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83727;206;PRACHOVICE;PRACHOVICE;chimney;komín;542;123;M;BpV;495344.93N;0153835.04E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83726;205;PRACHOVICE;PRACHOVICE;chimney;komín;546;122;M;BpV;495343.75N;0153820.99E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83728;203;PRACHOVICE;PRACHOVICE;chimney;komín;531;103;M;BpV;495340.68N;0153813.74E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83618;300;PREROV;PŘEROV;chimney;komín;307;100;M;BpV;492654.23N;0172551.50E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83617;298;PREROV;PŘEROV;chimney;komín;334;126;M;BpV;492642.46N;0172541.93E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83620;299;PREROV;PŘEROV;chimney;komín;309;100;M;BpV;492703.88N;0172551.38E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83619;297;PREROV;PŘEROV;chimney;komín;308;101;M;BpV;492659.65N;0172533.94E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83622;103;PRIBRAM;PŘÍBRAM;chimney;komín;666;161;M;BpV;494218.08N;0135844.53E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83621;108;PRIBRAM;PŘÍBRAM;chimney;komín;648;150;M;BpV;494151.31N;0135942.93E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83583;129;PRISECNA;PŘÍSEČNÁ;chimney;komín;655;114;M;BpV;485007.59N;0142014.18E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83882;276;PROTIVANOV;PROTIVANOV;wind power plant;větrná elektrárna;805;123;M;BpV;492838.26N;0165055.37E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83776;277;PROTIVANOV;PROTIVANOV;wind power plant;větrná elektrárna;800;123;M;BpV;492835.83N;0165117.44E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83565;50;PRUNEROV;PRUNÉŘOV;chimney;komín;657;301;M;BpV;502504.24N;0131533.05E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83567;53;PRUNEROV;PRUNÉŘOV;cooling tower;chladící věž;481;120;M;BpV;502515.51N;0131559.23E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83566;51;PRUNEROV;PRUNÉŘOV;cooling tower;chladící věž;461;100;M;BpV;502515.06N;0131544.56E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83569;49;PRUNEROV;PRUNÉŘOV;chimney;komín;554;200;M;BpV;502442.57N;0131510.09E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83568;52;PRUNEROV;PRUNÉŘOV;cooling tower;chladící věž;481;120;M;BpV;502515.27N;0131551.64E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99970;438c;RADIMOVICE;RADIMOVICE;pole;sloup;431;47;M;BpV;503809.51N;0150445.94E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:438c (Part of line obstacle: 438);NR:438c (Součást liniové překážky: 438)
99969;438b;RADIMOVICE;RADIMOVICE;transmission line;el. vedení;433;128;M;BpV;503757.08N;0150433.07E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:438b (Part of line obstacle: 438);NR:438b (Součást liniové překážky: 438)
99968;438a;RADIMOVICE;RADIMOVICE;pole;sloup;435;47;M;BpV;503749.10N;0150423.72E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:438a (Part of line obstacle: 438);NR:438a (Součást liniové překážky: 438)
100010;458;REJCHARTICE;REJCHARTICE;wind power plant;větrná elektrárna;818;130;M;BpV;494747.56N;0173105.48E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
100009;457;REJCHARTICE;REJCHARTICE;wind power plant;větrná elektrárna;813;130;M;BpV;494727.53N;0173058.64E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
100012;459;REJCHARTICE;REJCHARTICE;wind power plant;větrná elektrárna;814;130;M;BpV;494726.91N;0173116.66E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
100011;460;REJCHARTICE;REJCHARTICE;wind power plant;větrná elektrárna;819;130;M;BpV;494738.37N;0173116.66E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
