obs_id;aip_id;obs_txt_name;obs_txt_name_cz;obs_txt_descr_type;obs_txt_descr_type_cz;obs_val_elev;obs_val_hgt;obs_uom_dist_ver;obs_txt_ver_datum;obs_geo_lat;obs_geo_long;obs_code_datum;obs_txt_descr_marking;obs_txt_descr_marking_cz;obs_txt_descr_lgt;obs_txt_descr_lgt_cz;obs_code_lgt;obs_txt_rmk;obs_txt_rmk_cz
100013;461;REJCHARTICE;REJCHARTICE;wind power plant;větrná elektrárna;822;130;M;BpV;494749.31N;0173122.93E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
100014;462;REJCHARTICE;REJCHARTICE;wind power plant;větrná elektrárna;817;130;M;BpV;494800.42N;0173127.05E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99983;444b;ROKYTNICE NAD JIZEROU;ROKYTNICE NAD JIZEROU;transmission line;el. vedení;569;102;M;BpV;504329.77N;0152450.58E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:444b (Part of line obstacle: 444);NR:444b (Součást liniové překážky: 444)
99982;444a;ROKYTNICE NAD JIZEROU;ROKYTNICE NAD JIZEROU;pole;sloup;567;40;M;BpV;504328.39N;0152439.70E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:444a (Part of line obstacle: 444);NR:444a (Součást liniové překážky: 444)
99984;444c;ROKYTNICE NAD JIZEROU;ROKYTNICE NAD JIZEROU;pole;sloup;571;41;M;BpV;504332.54N;0152459.32E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:444c (Part of line obstacle: 444);NR:444c (Součást liniové překážky: 444)
99947;425c;ROKYTOVEC;ROKYTOVEC;pole;sloup;332;44;M;BpV;502443.39N;0145028.43E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:425c (Part of line obstacle: 425);NR:425c (Součást liniové překážky: 425)
99946;425b;ROKYTOVEC;ROKYTOVEC;transmission line;el. vedení;328;103;M;BpV;502436.15N;0145022.72E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:425b (Part of line obstacle: 425);NR:425b (Součást liniové překážky: 425)
99945;425a;ROKYTOVEC;ROKYTOVEC;pole;sloup;323;44;M;BpV;502427.77N;0145017.24E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:425a (Part of line obstacle: 425);NR:425a (Součást liniové překážky: 425)
99994;449b;ROZHRANI;ROZHRANÍ;transmission line;el. vedení;513;154;M;BpV;493621.38N;0163149.84E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:449b (Part of line obstacle: 449);NR:449b (Součást liniové překážky: 449)
99993;449a;ROZHRANI;ROZHRANÍ;pole;sloup;558;33;M;BpV;493620.88N;0163125.36E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:449a (Part of line obstacle: 449);NR:449a (Součást liniové překážky: 449)
99995;449c;ROZHRANI;ROZHRANÍ;pole;sloup;483;50;M;BpV;493621.54N;0163205.33E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:449c (Part of line obstacle: 449);NR:449c (Součást liniové překážky: 449)
83597;243;ROZNA;ROŽNÁ;chimney;komín;581;100;M;BpV;492932.95N;0161405.25E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83724;322;ROZNOV POD RADHOSTEM;ROŽNOV POD RADHOŠTĚM;chimney;komín;492;126;M;BpV;492739.10N;0180727.55E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
100006;454;ROZSTANI;ROZSTÁNÍ;wind power plant;větrná elektrárna;709;150;M;BpV;492315.87N;0165106.81E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83779;36;RUSOVA;RUSOVÁ;wind power plant;větrná elektrárna;962;120;M;BpV;502649.51N;0130934.69E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83778;34;RUSOVA;RUSOVÁ;wind power plant;větrná elektrárna;990;120;M;BpV;502642.80N;0130856.42E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83780;35;RUSOVA;RUSOVÁ;wind power plant;větrná elektrárna;982;120;M;BpV;502644.86N;0130915.86E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83702;244;RYCHNOV NAD KNEZNOU;RYCHNOV NAD KNĚŽNOU;chimney;komín;452;101;M;BpV;500940.02N;0161717.05E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99979;443a;SEMILY;SEMILY;pole;sloup;401;40;M;BpV;503646.91N;0151845.87E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:443a (Part of line obstacle: 443);NR:443a (Součást liniové překážky: 443)
99981;443c;SEMILY;SEMILY;pole;sloup;421;34;M;BpV;503700.47N;0151847.28E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:443c (Part of line obstacle: 443);NR:443c (Součást liniové překážky: 443)
99980;443b;SEMILY;SEMILY;transmission line;el. vedení;408;100;M;BpV;503651.90N;0151845.94E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:443b (Part of line obstacle: 443);NR:443b (Součást liniové překážky: 443)
83660;191;SEMILY;SEMILY;chimney;komín;420;105;M;BpV;503646.41N;0151927.97E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99857;390c;SKRYJE;SKRYJE;pole;sloup;356;43;M;BpV;495802.93N;0134519.23E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:390c (Part of line obstacle: 390);NR:390c (Součást liniové překážky: 390)
99856;390b;SKRYJE;SKRYJE;transmission line;el. vedení;361;111;M;BpV;495811.40N;0134511.03E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:390b (Part of line obstacle: 390);NR:390b (Součást liniové překážky: 390)
99855;390a;SKRYJE;SKRYJE;pole;sloup;362;43;M;BpV;495819.49N;0134503.49E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:390a (Part of line obstacle: 390);NR:390a (Součást liniové překážky: 390)
83843;317;SLAVICIN;SLAVIČÍN;chimney;komín;449;105;M;BpV;490602.67N;0175449.95E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83531;13;SOKOLOV;SOKOLOV;chimney;komín;581;182;M;BpV;501051.04N;0123947.42E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83841;301;SPYTIHNEV JIH;SPYTIHNĚV JIH;radio transmitter;rozhlasový vysílač;451;270;M;BpV;490718.78N;0173041.78E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83842;302;SPYTIHNEV SEVER;SPYTIHNĚV SEVER;radio transmitter;rozhlasový vysílač;451;270;M;BpV;490732.84N;0173045.98E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99923;417a;STECHOVICE;ŠTĚCHOVICE;pole;sloup;353;33;M;BpV;495123.41N;0142343.47E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:417a (Part of line obstacle: 417);NR:417a (Součást liniové překážky: 417)
99929;419a;STECHOVICE;ŠTĚCHOVICE;pole;sloup;329;23;M;BpV;495117.92N;0142350.50E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:419a (Part of line obstacle: 419);NR:419a (Součást liniové překážky: 419)
99931;419c;STECHOVICE;ŠTĚCHOVICE;pole;sloup;267;26;M;BpV;495125.17N;0142411.45E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:419c (Part of line obstacle: 419);NR:419c (Součást liniové překážky: 419)
99930;419b;STECHOVICE;ŠTĚCHOVICE;transmission line;el. vedení;317;115;M;BpV;495120.09N;0142356.94E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:419b (Part of line obstacle: 419);NR:419b (Součást liniové překážky: 419)
99925;417c;STECHOVICE;ŠTĚCHOVICE;pole;sloup;290;46;M;BpV;495126.18N;0142414.84E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:417c (Part of line obstacle: 417);NR:417c (Součást liniové překážky: 417)
99924;417b;STECHOVICE;ŠTĚCHOVICE;transmission line;el. vedení;335;136;M;BpV;495124.37N;0142353.52E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:417b (Part of line obstacle: 417);NR:417b (Součást liniové překážky: 417)
99932;420a;STECHOVICE;ŠTĚCHOVICE;pole;sloup;366;25;M;BpV;495009.65N;0142352.35E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:420a (Part of line obstacle: 420);NR:420a (Součást liniové překážky: 420)
99934;420c;STECHOVICE;ŠTĚCHOVICE;pole;sloup;397;25;M;BpV;495004.01N;0142406.24E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:420c (Part of line obstacle: 420);NR:420c (Součást liniové překážky: 420)
99933;420b;STECHOVICE;ŠTĚCHOVICE;transmission line;el. vedení;381;100;M;BpV;495006.53N;0142359.70E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:420b (Part of line obstacle: 420);NR:420b (Součást liniové překážky: 420)
83646;141;STETI;ŠTĚTÍ;chimney;komín;320;163;M;BpV;502741.89N;0142248.19E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83645;134;STETI;ŠTĚTÍ;chimney;komín;310;155;M;BpV;502739.32N;0142233.17E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83647;140;STETI;ŠTĚTÍ;chimney;komín;261;102;M;BpV;502741.23N;0142246.63E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83644;132;STETI;ŠTĚTÍ;chimney;komín;284;127;M;BpV;502736.60N;0142220.94E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99847;384c;STICHOVICE;ŠTICHOVICE;pole;sloup;445;43;M;BpV;495914.98N;0131858.68E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:384c (Part of line obstacle: 384);NR:384c (Součást liniové překážky: 384)
99846;384b;STICHOVICE;ŠTICHOVICE;transmission line;el. vedení;471;114;M;BpV;495906.54N;0131845.53E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:384b (Part of line obstacle: 384);NR:384b (Součást liniové překážky: 384)
99845;384a;STICHOVICE;ŠTICHOVICE;pole;sloup;482;32;M;BpV;495902.35N;0131839.49E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:384a (Part of line obstacle: 384);NR:384a (Součást liniové překážky: 384)
83625;101;STRAKONICE;STRAKONICE;chimney;komín;540;148;M;BpV;491518.36N;0135420.80E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99952;427b;STRAZISTE;STRÁŽIŠTĚ;transmission line;el. vedení;376;113;M;BpV;503520.66N;0145627.85E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:427b (Part of line obstacle: 427);NR:427b (Součást liniové překážky: 427)
99951;427a;STRAZISTE;STRÁŽIŠTĚ;pole;sloup;359;19;M;BpV;503520.81N;0145612.47E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:427a (Part of line obstacle: 427);NR:427a (Součást liniové překážky: 427)
99953;427c;STRAZISTE;STRÁŽIŠTĚ;pole;sloup;386;19;M;BpV;503520.50N;0145636.98E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:427c (Part of line obstacle: 427);NR:427c (Součást liniové překážky: 427)
99976;442a;TANVALD;TANVALD;pole;sloup;631;24;M;BpV;504448.74N;0151541.76E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:442a (Part of line obstacle: 442);NR:442a (Součást liniové překážky: 442)
99977;442b;TANVALD;TANVALD;transmission line;el. vedení;607;102;M;BpV;504448.36N;0151555.71E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:442b (Part of line obstacle: 442);NR:442b (Součást liniové překážky: 442)
99978;442c;TANVALD;TANVALD;pole;sloup;588;24;M;BpV;504449.71N;0151606.21E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:442c (Part of line obstacle: 442);NR:442c (Součást liniové překážky: 442)
83744;143;TEMELIN;TEMELÍN;cooling tower;chladící věž;659;155;M;BpV;491031.71N;0142255.09E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83750;136;TEMELIN;TEMELÍN;chimney;komín;608;101;M;BpV;491056.21N;0142235.68E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83749;133;TEMELIN;TEMELÍN;chimney;komín;610;103;M;BpV;491050.91N;0142230.65E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83746;145;TEMELIN;TEMELÍN;cooling tower;chladící věž;659;155;M;BpV;491036.56N;0142300.52E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83745;139;TEMELIN;TEMELÍN;cooling tower;chladící věž;659;155;M;BpV;491033.21N;0142246.54E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83748;137;TEMELIN;TEMELÍN;chimney;komín;610;103;M;BpV;491048.48N;0142237.50E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83747;142;TEMELIN;TEMELÍN;cooling tower;chladící věž;659;155;M;BpV;491038.00N;0142252.01E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83858;98;TEPLICE;TEPLICE;chimney;komín;341;112;M;BpV;503827.23N;0134821.31E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83549;99;TEPLICE;TEPLICE;chimney;komín;370;141;M;BpV;503824.50N;0134821.50E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83874;97;TEPLICE - RETENICE;TEPLICE - ŘETENICE;chimney;komín;355;120;M;BpV;503835.05N;0134806.05E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83865;12;TISOVA;TISOVÁ;chimney;komín;512;105;M;BpV;500901.90N;0123640.49E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83534;9;TISOVA;TISOVÁ;chimney;komín;507;100;M;BpV;500856.90N;0123636.17E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83533;10;TISOVA;TISOVÁ;chimney;komín;507;100;M;BpV;500856.76N;0123637.19E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83535;11;TISOVA;TISOVÁ;chimney;komín;508;100;M;BpV;500859.54N;0123638.36E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83755;220;TREBIC;TŘEBÍČ;chimney;komín;560;101;M;BpV;491221.39N;0155339.80E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83757;218;TREBIC;TŘEBÍČ;chimney;komín;532;110;M;BpV;491224.55N;0155143.22E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83653;163;TREBORADICE;TŘEBORADICE;chimney;komín;394;153;M;BpV;500953.25N;0143052.16E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83704;327;TREBOVICE;TŘEBOVICE;chimney;komín;311;102;M;BpV;494953.29N;0181242.31E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83711;326;TREBOVICE;TŘEBOVICE;chimney;komín;312;102;M;BpV;494954.67N;0181240.57E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83710;325;TREBOVICE;TŘEBOVICE;chimney;komín;313;102;M;BpV;494956.85N;0181238.20E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83741;360;TRINEC;TŘINEC;chimney;komín;402;102;M;BpV;494048.73N;0183927.16E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83743;356;TRINEC;TŘINEC;chimney;komín;405;114;M;BpV;494200.80N;0183800.57E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83742;359;TRINEC;TŘINEC;chimney;komín;403;102;M;BpV;494050.12N;0183916.17E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83735;357;TRINEC;TŘINEC;chimney;komín;399;100;M;BpV;494141.55N;0183849.99E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83734;358;TRINEC;TŘINEC;chimney;komín;417;122;M;BpV;494101.64N;0183850.42E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83546;107;TRMICE;TRMICE;chimney;komín;369;216;M;BpV;503839.53N;0135920.64E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83545;105;TRMICE;TRMICE;chimney;komín;370;225;M;BpV;503841.15N;0135912.47E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83670;225;TRUTNOV;TRUTNOV;chimney;komín;485;102;M;BpV;503420.40N;0155751.16E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83671;224;TRUTNOV;TRUTNOV;chimney;komín;485;101;M;BpV;503423.26N;0155749.59E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83840;242;TULESICE;TULEŠICE;wind power plant;větrná elektrárna;501;150;M;BpV;490246.47N;0161123.80E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
100017;464b;U SVRCINU;U SVRČINŮ;transmission line;el. vedení;631;107;M;BpV;492043.97N;0180708.89E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:464b (Part of line obstacle: 464);NR:464b (Součást liniové překážky: 464)
83630;112;USTI NAD LABEM;ÚSTÍ NAD LABEM;chimney;komín;261;101;M;BpV;503902.78N;0140305.90E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83559;102;UZIN;ÚŽIN;chimney;komín;311;102;M;BpV;504120.47N;0135737.44E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104870;474;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;473;128;M;BpV;505209.08N;0145600.72E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104859;473;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;528;128;M;BpV;505146.66N;0145551.80E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104876;476;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;542;128;M;BpV;505134.74N;0145620.98E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104875;475;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;504;128;M;BpV;505159.07N;0145609.79E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104877;477;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;546;129;M;BpV;505151.01N;0145623.57E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104883;483;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;544;129;M;BpV;505123.44N;0145706.66E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104882;481;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;583;128;M;BpV;505136.98N;0145654.42E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104905;485;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;583;124;M;BpV;505130.78N;0145717.66E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104884;484;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;603;125;M;BpV;505138.02N;0145714.32E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104879;479;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;576;128;M;BpV;505151.29N;0145642.28E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104878;478;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;576;128;M;BpV;505139.55N;0145639.95E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104881;482;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;615;129;M;BpV;505144.15N;0145703.52E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
104880;480;VACLAVICE;VÁCLAVICE;wind power plant;větrná elektrárna;550;128;M;BpV;505129.69N;0145645.43E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83845;318;VALASSKE MEZIRICI;VALAŠSKÉ MEZIŘÍČÍ;chimney;komín;447;160;M;BpV;492941.41N;0175717.88E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83701;245;VAMBERK;VAMBERK;chimney;komín;430;111;M;BpV;500720.90N;0161717.99E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83656;171;VARNSDORF;VARNSDORF;chimney;komín;450;121;M;BpV;505415.25N;0143814.73E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83585;157;VELESIN;VELEŠÍN;chimney;komín;652;112;M;BpV;484955.43N;0142753.06E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83721;308;VELKA JAVORINA;VELKÁ JAVOŘINA;TV transmitter;TV vysílač;1074;115;M;BpV;485126.49N;0174030.35E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83775;314;VESELI;VESELÍ;wind power plant;větrná elektrárna;659;125;M;BpV;493840.15N;0174732.88E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83774;313;VESELI;VESELÍ;wind power plant;větrná elektrárna;656;125;M;BpV;493853.28N;0174722.81E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83584;124;VETRNI;VĚTŘNÍ;chimney;komín;613;121;M;BpV;484655.83N;0141754.10E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83838;208;VEZNICE;VĚŽNICE;wind power plant;větrná elektrárna;643;126;M;BpV;493134.76N;0154204.93E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83837;207;VEZNICE;VĚŽNICE;wind power plant;větrná elektrárna;634;126;M;BpV;493124.36N;0154152.74E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99988;447b;VIR;VÍR;transmission line;el. vedení;522;124;M;BpV;493347.38N;0161835.43E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:447b (Part of line obstacle: 447);NR:447b (Součást liniové překážky: 447)
99987;447a;VIR;VÍR;pole;sloup;511;10;M;BpV;493350.33N;0161820.03E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:447a (Part of line obstacle: 447);NR:447a (Součást liniové překážky: 447)
99989;447c;VIR;VÍR;pole;sloup;530;9;M;BpV;493345.22N;0161846.82E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:447c (Part of line obstacle: 447);NR:447c (Součást liniové překážky: 447)
99919;415c;VRANE NAD VLTAVOU;VRANÉ NAD VLTAVOU;pole;sloup;363;43;M;BpV;495620.11N;0142343.57E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:415c (Part of line obstacle: 415);NR:415c (Součást liniové překážky: 415)
99918;415b;VRANE NAD VLTAVOU;VRANÉ NAD VLTAVOU;transmission line;el. vedení;360;165;M;BpV;495625.93N;0142335.22E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:415b (Part of line obstacle: 415);NR:415b (Součást liniové překážky: 415)
99917;415a;VRANE NAD VLTAVOU;VRANÉ NAD VLTAVOU;pole;sloup;318;62;M;BpV;495638.58N;0142316.85E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:415a (Part of line obstacle: 415);NR:415a (Součást liniové překážky: 415)
99911;413a;VRANE NAD VLTAVOU;VRANÉ NAD VLTAVOU;pole;sloup;392;30;M;BpV;495623.50N;0142213.32E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:413a (Part of line obstacle: 413);NR:413a (Součást liniové překážky: 413)
99913;413c;VRANE NAD VLTAVOU;VRANÉ NAD VLTAVOU;pole;sloup;221;17;M;BpV;495614.24N;0142231.71E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:413c (Part of line obstacle: 413);NR:413c (Součást liniové překážky: 413)
99912;413b;VRANE NAD VLTAVOU;VRANÉ NAD VLTAVOU;transmission line;el. vedení;310;105;M;BpV;495616.07N;0142226.97E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:413b (Part of line obstacle: 413);NR:413b (Součást liniové překážky: 413)
99841;382;VRBICE;VRBICE;wind power plant;větrná elektrárna;757;140;M;BpV;500927.79N;0131333.92E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99840;381;VRBICE;VRBICE;wind power plant;větrná elektrárna;756;140;M;BpV;500920.06N;0131315.01E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83876;14;VRESOVA;VŘESOVÁ;chimney;komín;600;125;M;BpV;501516.18N;0124145.13E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83530;15;VRESOVA;VŘESOVÁ;chimney;komín;679;206;M;BpV;501521.12N;0124145.59E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83846;319;VSETIN;VSETÍN;chimney;komín;451;110;M;BpV;492039.96N;0175853.74E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99896;408a;VYSOKA LIPA;VYSOKÁ LÍPA;pole;sloup;301;14;M;BpV;505117.17N;0141956.64E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:408a (Part of line obstacle: 408);NR:408a (Součást liniové překážky: 408
99898;408c;VYSOKA LIPA;VYSOKÁ LÍPA;pole;sloup;297;14;M;BpV;505117.37N;0142011.63E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:408c (Part of line obstacle: 408);NR:408c (Součást liniové překážky: 408)
99897;408b;VYSOKA LIPA;VYSOKÁ LÍPA;transmission line;el. vedení;299;116;M;BpV;505117.28N;0142005.39E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:408b (Part of line obstacle: 408);NR:408b (Součást liniové překážky: 408)
100001;452b;ZABREH;ZÁBŘEH;transmission line;el. vedení;487;145;M;BpV;495050.93N;0164946.98E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:452b (Part of line obstacle: 452);NR:452b (Součást liniové překážky: 452)
