codeGroup,groupInternalId,name,type,lighted,markingDescription,heightUnit,heightValue,elevationValue,latutide,longitude,defaultHeightFlag,verticalPrecision,lateralPrecision,obstacleRadius,linkedToGroupInternalId,linkType
,,GÖSTORP,Wind turbine,true,,ft,492,484.9368,57.612778,14.578333,false,,,,,
,,GÖSTORP,Wind turbine,true,,ft,492,504.1392,57.61861,14.549167,false,,,,,
,,GÖSTORP,Wind turbine,true,,ft,492,513.8928000000001,57.6125,14.549445,false,,,,,
,,MÅLEN,Wind turbine,true,,ft,472,437.08320000000003,57.816944,14.929167,false,,,,,
,,MÅLEN,Wind turbine,true,,ft,472,435.86400000000003,57.81472,14.952778,false,,,,,
,,FORSERUM,Wind turbine,true,,ft,492,491.0328,57.665,14.539167,false,,,,,
,,FORSERUM,Wind turbine,true,,ft,492,483.108,57.665,14.548334,false,,,,,
,,FORSERUM,Wind turbine,true,,ft,492,492.8616,57.65056,14.549445,false,,,,,
,,FORSERUM,Wind turbine,true,,ft,492,481.8888,57.660835,14.559722,false,,,,,
,,GRIPENBERG,Wind turbine,true,,ft,492,380.0856,57.99778,14.826944,false,,,,,
,,BJÖRKÖBY,Mast,true,,ft,328,396.8496,57.4875,14.9580555,false,,,,,
,,HAURIDA,Mast,true,,ft,394,422.148,57.86861,14.559444,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,492,497.1288,57.638058,14.549723,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,492,494.9952,57.634445,14.523611,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,492,495.9096,57.62833,14.523334,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,492,494.9952,57.622498,14.531944,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,492,499.872,57.616386,14.534445,false,,,,,
,,EKENÄSSJÖN,Wind turbine,true,,ft,492,434.94960000000003,57.488613,14.945278,false,,,,,
,,EKENÄSSJÖN,Wind turbine,true,,ft,492,441.04560000000004,57.49,14.952778,false,,,,,
,,EKENÄSSJÖN,Wind turbine,true,,ft,492,441.04560000000004,57.491943,14.958611,false,,,,,
,,EKENÄSSJÖN,Wind turbine,true,,ft,492,441.04560000000004,57.495277,14.963611,false,,,,,
,,EKENÄSSJÖN,Wind turbine,true,,ft,492,452.01840000000004,57.48639,14.953333,false,,,,,
,,EKENÄSSJÖN,Wind turbine,true,,ft,492,445.92240000000004,57.488335,14.961666,false,,,,,
,,EKENÄSSJÖN,Wind turbine,true,,ft,492,451.10400000000004,57.49139,14.966111,false,,,,,
,,LAMMHULT/TRITTEBODA,Mast,true,,ft,394,408.1272,57.21528,14.662499,false,,,,,
,,TABERG,Mast,true,,ft,394,217.01760000000002,57.696114,14.155,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,512.9784000000001,57.61111,14.550278,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,499.872,57.608334,14.558056,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,483.108,57.6075,14.567778,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,505.968,57.606667,14.54639,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,494.0808,57.604443,14.561945,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,487.9848,57.60472,14.575277,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,508.1016,57.609722,14.540001,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,502.92,57.603054,14.554444,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,494.9952,57.59944,14.564167,false,,,,,
,,FREDRIKSDAL,Wind turbine,true,,ft,486,498.9576,57.59778,14.548612,false,,,,,
,,ANEBY,Mast,true,,ft,472,431.90160000000003,57.848053,14.9675,false,,,,,
,,NÄSSJÖ,Mast,true,,ft,328,445.00800000000004,57.596386,14.545,false,,,,,
,,KISA/1,Mast,true,,ft,1086,579.7296,57.95761,15.5894165,false,,,,,
,,MÖRLUNDA,Mast,true,,ft,417,270.9672,57.323334,15.984222,false,,,,,
,,HYCKLINGE,Mast,true,,ft,338,216.71280000000002,57.917114,15.921223,false,,,,,
,,FAGERHULT,Mast,true,,ft,335,328.2696,57.138752,15.573667,false,,,,,
,,BRUZAHOLM,Mast,true,,ft,338,296.2656,57.63428,15.280889,false,,,,,
,,YDRE,Mast,true,,ft,341,288.9504,57.826305,15.289917,false,,,,,
,,NYE,Mast,true,,ft,338,348.08160000000004,57.316944,15.347777,false,,,,,
,,BOCKARA,Mast,true,,ft,459,263.9568,57.27611,15.986667,false,,,,,
,,GÖLJARYD,Wind turbine,true,,ft,328,385.8768,57.219444,15.173334,false,,,,,
,,GÖLJARYD,Wind turbine,true,,ft,328,385.8768,57.218056,15.176389,false,,,,,
,,BOCKARA,Wind turbine,true,,ft,476,274.0152,57.2775,15.989445,false,,,,,
,,BOCKARA,Wind turbine,true,,ft,410,246.888,57.274445,15.986667,false,,,,,
,,ERSTORP,Mast,true,,ft,394,287.1216,57.84139,15.944722,false,,,,,
,,NORRHULT KLAVRESTRÖM,Wind turbine,true,,ft,331,392.8872,57.134167,15.094722,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,440.13120000000004,57.229446,15.1875,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,441.04560000000004,57.231945,15.195833,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,444.09360000000004,57.228333,15.200556,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,434.94960000000003,57.225277,15.191944,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,441.04560000000004,57.22139,15.1925,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,445.00800000000004,57.224445,15.203611,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,442.87440000000004,57.215557,15.201388,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,448.97040000000004,57.219444,15.206111,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,441.96000000000004,57.2125,15.207222,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,448.05600000000004,57.215836,15.211389,false,,,,,
,,LINDSHAMMAR,Wind turbine,true,,ft,492,440.13120000000004,57.209446,15.199722,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,460.85760000000005,57.224724,15.273611,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,458.11440000000005,57.225277,15.260555,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,469.0872,57.228058,15.256389,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,467.86800000000005,57.232224,15.2525,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,470.916,57.23611,15.251389,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,460.85760000000005,57.2425,15.254167,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,452.01840000000004,57.25639,15.284445,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,469.0872,57.255554,15.274722,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,470.916,57.251945,15.275277,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,472.1352,57.243057,15.269444,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,466.95360000000005,57.2475,15.259167,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,481.8888,57.25028,15.255555,false,,,,,
,,NORRHULT-KLAVRESTRÖM,Wind turbine,true,,ft,492,380.0856,57.109165,15.156944,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,463.90560000000005,57.225277,15.244722,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,474.8784,57.22889,15.240278,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,474.8784,57.233334,15.243055,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,483.108,57.23722,15.2425,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,476.0976,57.26,15.266944,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,473.964,57.253887,15.259444,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,487.9848,57.256943,15.249445,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,472.1352,57.26278,15.273611,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,487.0704,57.253334,15.249445,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,485.8512,57.245,15.241944,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,477.9264,57.24167,15.242778,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,480.9744,57.244724,15.229722,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,484.9368,57.2475,15.226388,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,480.06,57.254723,15.2275,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,477.012,57.255,15.236945,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,491.0328,57.25083,15.223888,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,459.02880000000005,57.27,15.265833,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,473.964,57.258335,15.1866665,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,474.8784,57.261665,15.185555,false,,,,,
,,LEMNHULT,Wind turbine,true,,ft,607,473.0496,57.265835,15.182778,false,,,,,
,,KVILLSFORS,Mast,true,,ft,394,334.97520000000003,57.428333,15.535556,false,,,,,
,,ST LÖNHULT,Mast,true,,ft,328,401.1168,57.760555,15.0622225,false,,,,,
,,BOESTAD,Mast,true,,ft,394,424.8912,57.184723,15.2,false,,,,,
,,HÖGSBY,Mast,true,,ft,459,280.1112,57.122776,15.923612,false,,,,,
,,VETLANDA SANDÅKRA,Wind turbine,true,,ft,479,422.148,57.38528,15.118889,false,,,,,
,,VETLANDA HESTER,Wind turbine,true,,ft,479,422.148,57.373055,15.1252775,false,,,,,
,,VETLANDA HESTER,Wind turbine,true,,ft,479,422.148,57.375,15.133889,false,,,,,
,,VETLANDA HESTER,Wind turbine,true,,ft,479,445.92240000000004,57.375275,15.141389,false,,,,,
,,VETLANDA HÖRERYD,Wind turbine,true,,ft,479,440.13120000000004,57.374443,15.152499,false,,,,,
,,VETLANDA KRASSABERG,Wind turbine,true,,ft,479,413.004,57.371666,15.1675005,false,,,,,
,,TÅNGA,Wind turbine,true,,ft,492,413.004,57.219723,15.265278,false,,,,,
,,KVILLSFORS,Wind turbine,true,,ft,591,380.0856,57.42139,15.553889,false,,,,,
,,KVILLSFORS,Wind turbine,true,,ft,591,396.8496,57.426666,15.538056,false,,,,,
,,KVILLSFORS,Wind turbine,true,,ft,591,395.0208,57.42861,15.545,false,,,,,
,,KVILLSFORS,Wind turbine,true,,ft,591,394.1064,57.425003,15.548889,false,,,,,
,,KVILLSFORS,Wind turbine,true,,ft,591,405.9936,57.430836,15.535833,false,,,,,
,,KVILLSFORS,Wind turbine,true,,ft,591,405.9936,57.432777,15.529166,false,,,,,
,,KVILLSFORS,Wind turbine,true,,ft,591,402.0312,57.43667,15.523334,false,,,,,
,,ÅSEDA,Mast,true,,ft,446,433.12080000000003,57.179447,15.205833,false,,,,,
,,ÅSEDA,Mast,true,,ft,446,416.052,57.176666,15.278889,false,,,,,
,,LOFTAHAMMAR,Mast,true,,ft,367,149.6568,57.909946,16.741446,false,,,,,
,,RUDA,Mast\, Note:Support cables,true,,ft,696,304.4952,57.12033,16.153,false,,,,,
,,VÄSTERVIK/FÅRHULT,Mast,true,,ft,1099,425.5008,57.720917,16.426054,false,,,,,
,,VÄSTERVIK/MARIELUND,Mast,true,,ft,413,147.828,57.726166,16.65925,false,,,,,
,,OSKARSHAMN/SIMPEVARP,Chimney,true,,ft,361,115.82400000000001,57.41286,16.66797,false,,,,,
,,OSKARSHAMN/SIMPEVARP,Mast,true,,ft,335,111.25200000000001,57.41406,16.659777,false,,,,,
,,BLANKAHOLM,Mast,true,,ft,344,131.064,57.592304,16.501694,false,,,,,
,,GAMLEBY/LINKÖPING,Mast,true,,ft,344,170.38320000000002,57.908028,16.397417,false,,,,,
,,VÄSTERVIK/FÅRHULT,Pylon,true,,ft,577,270.3576,57.720833,16.426888,false,,,,,
,,OSKARSHAMN/SIMPEVARP,Chimney,true,,ft,328,101.1936,57.416252,16.672943,false,,,,,
,,MÖNSTERÅS,Wind turbine,true,,ft,492,170.07840000000002,57.090275,16.523333,false,,,,,
,,MÖNSTERÅS,Wind turbine,true,,ft,492,164.8968,57.09333,16.528889,false,,,,,
,,MÖNSTERÅS,Wind turbine,true,,ft,492,164.8968,57.09722,16.535276,false,,,,,
,,MÖNSTERÅS,Wind turbine,true,,ft,492,157.8864,57.10111,16.542221,false,,,,,
,,MÖNSTERÅS,Wind turbine,true,,ft,492,156.0576,57.09833,16.553333,false,,,,,
,,MÖNSTERÅS,Wind turbine,true,,ft,492,153.924,57.095276,16.563334,false,,,,,
,,MÖNSTERÅS/NYGÅRD,Wind turbine,true,,ft,492,163.068,57.0925,16.513334,false,,,,,
,,MÖNSTERÅS/NYGÅRD,Wind turbine,true,,ft,492,163.068,57.09722,16.522223,false,,,,,
,,MÖNSTERÅS/NYGÅRD,Wind turbine,true,,ft,492,157.8864,57.10111,16.529444,false,,,,,
,,MÖNSTERÅS/NYGÅRD,Wind turbine,true,,ft,492,160.02,57.105278,16.537222,false,,,,,
,,GAMLEBY,Wind turbine,true,,ft,492,231.03840000000002,57.84,16.370834,false,,,,,
,,GAMLEBY,Wind turbine,true,,ft,492,235.0008,57.838333,16.362778,false,,,,,
,,GAMLEBY,Wind turbine,true,,ft,492,246.888,57.84111,16.357779,false,,,,,
,,GAMLEBY,Wind turbine,true,,ft,492,232.86720000000003,57.844166,16.365833,false,,,,,
,,GAMLEBY,Wind turbine,true,,ft,492,234.08640000000003,57.846386,16.359446,false,,,,,
,,GAMLEBY,Wind turbine,true,,ft,492,235.9152,57.839443,16.351389,false,,,,,
,,HÄSSELSTAD,Mast,true,,ft,328,142.0368,57.968056,16.497778,false,,,,,
,,GETTERUM,Mast,true,,ft,404,188.0616,57.566666,16.3875,false,,,,,
,,BLANKAHOLM,Mast,true,,ft,394,192.9384,57.617775,16.462223,false,,,,,
,,BYXELKROK,Mast,true,,ft,420,135.0264,57.351887,17.068474,false,,,,,
,,BÖDA,Mast,true,,ft,335,120.0912,57.262222,17.0,false,,,,,
,,YTTERGRUND,Wind turbine,true,,ft,446,135.9408,57.009167,17.004723,false,,,,,
,,YTTERGRUND,Wind turbine,true,,ft,446,135.9408,57.00528,17.005278,false,,,,,
,,YTTERGRUND,Wind turbine,true,,ft,446,135.9408,57.001667,17.005556,false,,,,,
,,IRE,Mast,true,,ft,420,158.496,57.82144,18.607529,false,,,,,
,,VISBY/FOLLINGBO,Pylon,true,,ft,853,338.02320000000003,57.592667,18.372972,false,,,,,
,,VISBY/YGNE,Mast,true,,ft,459,188.6712,57.585472,18.183666,false,,,,,
,,SLITE 2,Tower,true,,ft,367,123.1392,57.709225,18.803389,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,453,145.6944,57.07303,18.224222,false,,,,,
,,LOJSTA,Mast,true,,ft,328,186.5376,57.335636,18.34614,false,,,,,
,,LJUGARN,Mast,true,,ft,361,125.8824,57.35264,18.73139,false,,,,,
,,SLITE,Silo,true,,ft,358,122.5296,57.709,18.801138,false,,,,,
,,NÄSUDDEN,Mast,true,,ft,394,125.8824,57.0725,18.220835,false,,,,,
,,NÄS,Wind turbine,true,,ft,387,120.0912,57.06389,18.220001,false,,,,,
,,NÄS,Wind turbine,true,,ft,410,125.8824,57.111942,18.220001,false,,,,,
,,NÄS,Wind turbine,true,,ft,328,112.47120000000001,57.07303,18.2315,false,,,,,
,,SMÖJEN,Wind turbine,true,,ft,328,110.03280000000001,57.733334,18.94222,false,,,,,
,,SMÖJEN,Wind turbine,true,,ft,328,104.8512,57.730835,18.944721,false,,,,,
,,SMÖJEN,Wind turbine,true,,ft,328,110.03280000000001,57.72861,18.947222,false,,,,,
,,SMÖJEN,Wind turbine,true,,ft,328,106.9848,57.72639,18.949444,false,,,,,
,,STORA VIKERS,Wind turbine,true,,ft,328,135.0264,57.835,18.81889,false,,,,,
,,STORA VIKERS,Wind turbine,true,,ft,328,135.0264,57.835,18.824446,false,,,,,
,,STORA VIKERS,Wind turbine,true,,ft,328,135.0264,57.83611,18.829723,false,,,,,
,,STORA VIKERS,Wind turbine,true,,ft,328,139.9032,57.83722,18.834446,false,,,,,
,,STORA VIKERS,Wind turbine,true,,ft,328,139.9032,57.838333,18.839445,false,,,,,
,,STORA VIKERS,Wind turbine,true,,ft,328,138.9888,57.838055,18.845001,false,,,,,
,,NÄSUDDEN,Wind turbine,false,,ft,328,103.9368,57.065277,18.216946,false,,,,,
,,LÄRBRO,Wind turbine,true,,ft,364,145.9992,57.84,18.844168,false,,,,,
,,LÄRBRO,Wind turbine,true,,ft,364,149.0472,57.84083,18.835278,false,,,,,
,,LÄRBRO,Wind turbine,true,,ft,364,149.0472,57.839165,18.83139,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,410,128.01600000000002,57.069164,18.241388,false,,,,,
,,NÄS,Wind turbine,true,,ft,410,127.1016,57.108887,18.219723,false,,,,,
,,NÄS,Wind turbine,true,,ft,410,127.1016,57.10611,18.219444,false,,,,,
,,NÄS,Wind turbine,true,,ft,410,127.1016,57.103054,18.219168,false,,,,,
,,NÄS,Wind turbine,true,,ft,410,127.1016,57.100277,18.21889,false,,,,,
,,NÄS,Wind turbine,true,,ft,410,127.1016,57.0975,18.21889,false,,,,,
,,GRÖTLINGBO,Wind turbine,true,,ft,410,135.0264,57.095833,18.330557,false,,,,,
,,GRÖTLINGBO,Wind turbine,true,,ft,410,135.0264,57.081112,18.330278,false,,,,,
,,LÄRBRO,Wind turbine,true,,ft,489,174.04080000000002,57.810833,18.762222,false,,,,,
,,LÄRBRO,Wind turbine,true,,ft,489,177.08880000000002,57.8075,18.767221,false,,,,,
,,KRÄKLINGBO,Wind turbine,true,,ft,459,148.1328,57.4425,18.767221,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,136.8552,57.094997,18.211668,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,136.8552,57.09222,18.21139,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,136.8552,57.089165,18.211111,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,138.0744,57.086388,18.210835,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,139.9032,57.083332,18.210556,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,141.1224,57.080555,18.21028,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,138.9888,57.094444,18.21861,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,141.1224,57.085556,18.21778,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,142.0368,57.082775,18.2175,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,142.0368,57.079998,18.2175,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,139.9032,57.09139,18.218334,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,139.9032,57.08861,18.218056,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,136.8552,57.075554,18.203056,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,142.0368,57.07,18.202778,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,138.9888,57.072777,18.202778,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,142.0368,57.067223,18.202501,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,138.9888,57.06472,18.202223,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,142.0368,57.074722,18.210001,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,142.0368,57.07222,18.209723,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,142.0368,57.066666,18.209167,false,,,,,
,,NÄSUDDEN,Wind turbine,true,,ft,443,142.0368,57.06389,18.209167,false,,,,,
,,SMÖJEN,Wind turbine,true,,ft,456,142.9512,57.730835,18.952778,false,,,,,
,,STENGRINDE,Wind turbine,true,,ft,492,170.99280000000002,57.75778,18.864723,false,,,,,
,,STORA VIKERS,Wind turbine,true,,ft,492,185.928,57.826942,18.823334,false,,,,,
,,HABLINGBO,Mast,true,,ft,328,110.03280000000001,57.161667,18.214167,false,,,,,
,,STORUNGS,Wind turbine,true,,ft,492,185.928,57.832775,18.845556,false,,,,,
,,STORUNGS,Wind turbine,true,,ft,492,187.1472,57.829998,18.833334,false,,,,,
,,KRÄKLINGBO,Wind turbine,true,,ft,489,159.1056,57.444725,18.760279,false,,,,,
,,BUNGE,Mast,true,,ft,387,175.26000000000002,57.86553,19.002222,false,,,,,
,,HOLMUDDEN,Mast\, 40 per min.,true,,ft,666,218.23680000000002,57.958252,19.344278,false,,,,,
,,STRÖMSTAD,Mast,true,,ft,377,155.448,58.93539,11.185805,false,,,,,
,,UDDEVALLA/HERRESTAD,Mast,true,,ft,1089,484.0224,58.374027,11.821389,false,,,,,
,,TANUM,Mast,true,,ft,387,257.55600000000004,58.727028,11.424417,false,,,,,
,,SVANESUND/ORUST,Mast,true,,ft,417,214.57920000000001,58.19114,11.801056,false,,,,,
,,LYSEKIL,Chimney,true,,ft,459,164.8968,58.345276,11.421667,false,,,,,
,,STENUNGSUND 3,Chimney\, Torch.,false,,ft,410,149.0472,58.085556,11.825277,false,,,,,
,,TJÖRNBRON,Bridge pylon,true,,ft,404,130.1496,58.059444,11.778333,false,,,,,
,,KUNGSHAMN,Mast,true,,ft,344,138.684,58.357082,11.252833,false,,,,,
,,UDDEVALLABRON,Bridge pylon\, 60 per minute,true,,ft,492,149.9616,58.324165,11.846944,false,,,,,
,,UDDEVALLABRON,Bridge pylon\, 60 per minute,true,,ft,492,149.9616,58.326664,11.841666,false,,,,,
,,TJÖRNBRON,Bridge pylon,true,,ft,404,130.1496,58.059444,11.784167,false,,,,,
,,LYSEKIL,Chimney,true,,ft,459,164.8968,58.345833,11.423612,false,,,,,
,,MUNGSERÖD,Wind turbine,true,,ft,331,206.0448,58.77139,11.378333,false,,,,,
,,MUNGSERÖD,Wind turbine,true,,ft,331,207.8736,58.774723,11.376945,false,,,,,
,,MUNGSERÖD,Wind turbine,true,,ft,331,221.89440000000002,58.774166,11.384722,false,,,,,
,,MUNGSERÖD,Wind turbine,true,,ft,331,214.88400000000001,58.77722,11.380834,false,,,,,
,,MUNGSERÖD,Wind turbine,true,,ft,331,238.0488,58.776943,11.39,false,,,,,
,,MUNGSERÖD,Wind turbine,true,,ft,331,231.03840000000002,58.77972,11.386945,false,,,,,
,,HÄLLEVADSHOLM,Wind turbine,true,,ft,328,249.936,58.60472,11.528055,false,,,,,
,,HÄLLEVADSHOLM,Wind turbine,true,,ft,328,225.85680000000002,58.59111,11.496389,false,,,,,
,,RÅLANDA,Wind turbine,true,,ft,328,185.928,58.373055,11.718333,false,,,,,
,,ÖDEBORG,Wind turbine,true,,ft,328,249.936,58.533054,11.837777,false,,,,,
,,HUMLEKÄRR,Wind turbine,true,,ft,453,187.1472,58.34333,11.409721,false,,,,,
,,HUMLEKÄRR,Wind turbine,true,,ft,453,210.9216,58.34083,11.412777,false,,,,,
,,TANUMSHEDE,Wind turbine,true,,ft,476,260.9088,58.669445,11.420556,false,,,,,
,,TANUMSHEDE,Wind turbine,true,,ft,476,271.8816,58.663612,11.427222,false,,,,,
,,TANUMSHEDE,Wind turbine,true,,ft,476,270.0528,58.64917,11.445833,false,,,,,
,,TANUMSHEDE,Wind turbine,true,,ft,476,277.9776,58.653057,11.447778,false,,,,,
,,TANUMSHEDE,Wind turbine,true,,ft,476,280.1112,58.65528,11.435833,false,,,,,
,,TANUMSHEDE,Wind turbine,true,,ft,476,278.892,58.65167,11.440278,false,,,,,
,,SKEE,Mast,true,,ft,328,195.072,58.895836,11.266111,false,,,,,
,,LUR,Wind turbine,true,,ft,456,185.0136,58.819164,11.279444,false,,,,,
,,LUR,Wind turbine,true,,ft,456,200.8632,58.82083,11.273611,false,,,,,
,,LUR,Wind turbine,true,,ft,456,195.9864,58.82361,11.278333,false,,,,,
,,LUR,Wind turbine,true,,ft,456,185.928,58.82639,11.275,false,,,,,
,,BRATTERÖD,Mast,true,,ft,328,227.99040000000002,58.317223,11.991389,false,,,,,
,,HEDEKAS,Wind turbine,true,,ft,476,302.9712,58.62,11.819722,false,,,,,
,,HEDEKAS,Wind turbine,true,,ft,476,319.1256,58.615276,11.805278,false,,,,,
,,HEDEKAS,Wind turbine,true,,ft,476,331.0128,58.614166,11.796945,false,,,,,
,,HEDEKAS,Wind turbine,true,,ft,476,302.9712,58.614445,11.815833,false,,,,,
,,HEDEKAS,Wind turbine,true,,ft,476,320.9544,58.611664,11.806667,false,,,,,
,,HEDEKAS,Wind turbine,true,,ft,476,334.06080000000003,58.6075,11.802778,false,,,,,
,,HERRESTAD,Wind turbine,true,,ft,482,234.08640000000003,58.37083,11.719722,false,,,,,
,,HERRESTAD,Wind turbine,true,,ft,482,246.888,58.36722,11.7277775,false,,,,,
,,TEGNEBY/ORUST,Wind turbine,true,,ft,459,220.98000000000002,58.168056,11.644444,false,,,,,
,,TEGNEBY/ORUST,Wind turbine,true,,ft,459,232.86720000000003,58.171947,11.640833,false,,,,,
,,TEGNEBY/ORUST,Wind turbine,true,,ft,459,231.03840000000002,58.172222,11.647778,false,,,,,
,,VIK,Wind turbine,true,,ft,459,202.9968,58.866108,11.278055,false,,,,,
,,VIK,Wind turbine,true,,ft,459,195.072,58.861942,11.280833,false,,,,,
,,VIK,Wind turbine,true,,ft,459,202.9968,58.858887,11.282778,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,345.94800000000004,58.874443,11.810555,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,365.1504,58.87083,11.819445,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,362.10240000000005,58.865276,11.818055,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,369.1128,58.864998,11.831667,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,362.10240000000005,58.860832,11.829166,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,363.01680000000005,58.859722,11.820833,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,367.8936,58.85583,11.829444,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,365.1504,58.851665,11.82,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,370.9416,58.84861,11.825277,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,360.88320000000004,58.8475,11.815833,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,365.1504,58.844444,11.823334,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,355.09200000000004,58.84194,11.834722,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,334.97520000000003,58.84,11.843055,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,320.9544,58.84139,11.857779,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,331.0128,58.84333,11.866112,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,334.06080000000003,58.875275,11.797778,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,352.95840000000004,58.85083,11.8425,false,,,,,
,,TÖFTEDAL,Wind turbine,true,,ft,492,338.02320000000003,58.84861,11.850834,false,,,,,
